1,879,69,145,96,135,126,138,99,153,98,142,98,142
1,880,69,146,98,134,126,140,99,154,98,141,98,143
1,881,67,145,97,134,125,140,99,153,97,141,99,141
1,882,69,145,97,135,126,139,99,153,98,142,98,143
1,883,67,143,97,136,126,138,99,152,98,142,99,142
1,884,69,144,97,136,126,139,100,153,98,142,99,143
1,885,67,145,97,135,127,139,100,153,98,141,99,142
1,886,68,144,97,135,127,138,100,153,97,141,99,143
1,887,69,145,97,135,126,138,99,151,98,141,99,140
1,888,68,145,97,135,127,139,99,151,97,141,99,141
1,889,63,144,98,135,124,138,99,152,98,140,99,142
1,890,63,144,98,135,123,138,99,152,98,140,99,143
1,891,63,145,99,134,124,141,99,154,98,141,99,144
1,892,69,144,98,136,126,139,100,152,98,142,99,142
1,893,69,144,98,136,126,138,100,152,98,142,99,142
1,894,70,144,98,137,124,139,99,151,98,142,99,141
1,895,70,143,98,137,125,139,99,152,98,142,100,141
1,896,69,144,97,136,125,138,99,155,98,142,99,144
1,897,69,146,98,136,125,139,99,154,98,142,99,143
1,898,69,145,98,136,124,139,99,156,98,142,99,144
1,899,70,144,98,136,125,140,99,154,98,142,99,143
1,900,68,146,98,136,124,139,100,155,98,142,99,143
1,901,69,145,97,136,125,139,99,155,98,142,99,144
1,902,70,145,98,136,122,139,100,152,98,142,99,141
1,903,70,145,97,136,124,139,100,152,98,142,100,141
1,904,70,145,96,136,126,139,99,152,97,141,98,142
1,905,69,144,97,136,124,138,99,153,97,141,99,142
1,906,70,144,97,137,123,138,99,152,97,143,99,141
1,907,70,144,96,137,125,138,98,153,97,143,98,143
1,908,69,144,97,136,124,138,99,153,98,143,99,143
1,909,68,143,97,135,124,138,100,153,97,142,99,142
1,910,69,143,97,136,124,138,99,153,97,142,99,142
1,911,70,144,97,136,124,139,100,152,97,142,99,142
1,912,70,144,97,137,124,138,100,151,98,143,99,140
1,913,69,142,96,137,126,138,99,153,97,142,98,142
1,914,70,144,97,136,126,139,99,152,97,141,98,142
1,915,71,144,97,136,125,139,100,153,98,142,99,142
1,916,71,144,97,136,125,139,99,152,98,142,98,142
1,917,70,146,97,136,124,138,99,152,97,142,99,142
1,918,70,144,97,136,124,139,99,152,97,141,99,141
1,919,71,145,97,136,124,139,98,152,98,142,98,142
1,920,72,145,97,136,124,139,98,152,97,142,98,141
1,921,72,144,97,137,126,139,100,151,98,142,99,141
1,922,71,143,97,137,126,138,99,151,97,141,99,141
1,923,71,144,97,137,125,138,99,151,97,143,99,139
1,924,71,143,96,136,126,138,99,153,98,142,98,143
1,925,70,145,96,136,125,138,98,157,97,141,98,145
1,926,70,145,97,137,124,139,98,155,97,142,98,145
1,927,70,144,97,137,124,138,98,155,97,142,98,145
1,928,68,144,96,135,126,138,99,154,97,142,99,143
1,929,68,144,96,135,126,138,99,154,97,142,99,143
1,930,68,145,97,135,125,138,98,154,97,141,98,144
1,931,67,145,97,135,125,138,98,154,97,141,99,144
1,942,70,144,95,138,124,139,98,151,96,143,98,141
1,943,70,145,96,136,126,138,99,153,97,142,98,141
1,944,70,144,96,136,126,138,99,152,97,142,99,141
1,945,69,145,96,135,126,139,99,152,97,141,98,141
1,946,68,144,97,135,126,139,99,152,97,142,98,141
1,947,69,144,96,135,126,138,99,152,97,141,99,141
1,948,70,145,96,135,125,139,99,151,96,142,98,140
1,949,71,146,96,137,125,140,99,151,97,143,99,141
1,950,71,146,96,137,125,139,99,151,96,143,98,141
1,951,73,143,98,137,125,140,100,154,98,142,99,144
1,952,72,142,97,137,126,139,100,153,98,142,99,143
1,953,75,145,99,137,127,147,99,154,99,144,100,146
1,954,74,146,99,136,127,148,99,156,99,143,99,146
1,955,73,147,99,136,127,147,99,155,99,142,99,145
1,956,73,147,98,135,127,148,100,156,98,142,99,146
1,957,77,148,98,138,127,148,99,157,98,144,99,147
1,958,76,146,98,137,127,147,99,158,98,144,98,147
1,959,76,146,98,139,124,146,99,155,98,144,98,146
1,960,76,148,97,137,128,147,99,158,98,144,99,147
1,961,76,147,98,138,125,148,99,157,98,144,98,147
1,962,75,143,99,140,123,143,99,152,99,144,99,144
1,963,76,145,99,139,124,146,99,155,99,145,99,146
1,964,76,144,99,140,122,143,99,154,99,144,99,144
1,965,76,143,98,140,121,143,99,153,98,145,99,143
1,966,75,141,98,138,124,142,99,152,99,144,99,143
1,967,75,141,98,139,122,141,99,150,99,144,99,141
1,992,73,145,99,138,123,143,99,157,98,143,99,146
1,993,72,146,98,138,123,143,98,159,98,144,99,149
1,994,73,145,98,138,122,143,98,157,98,144,99,147
1,995,72,146,98,138,122,143,98,157,98,144,98,147
1,996,72,148,99,138,121,145,98,160,98,143,99,148
1,1005,72,145,98,137,123,142,98,156,98,143,99,146
1,1006,69,146,98,137,122,142,97,163,97,142,97,152
1,1007,69,146,97,137,123,142,97,164,97,142,97,152
1,1008,73,143,98,139,125,142,99,156,98,143,99,146
1,1009,74,142,99,137,125,144,98,151,99,143,99,141
1,1010,74,142,99,138,124,143,98,152,99,143,99,142
1,1011,75,146,99,136,126,148,99,159,99,144,100,148
1,1012,74,148,99,136,127,150,99,158,99,143,99,147
1,1013,74,142,99,138,123,143,99,153,99,144,99,144
1,1014,74,141,100,138,122,144,99,155,99,143,99,146
1,1015,74,139,99,139,124,141,98,152,99,144,99,143
1,1016,73,139,99,138,123,142,98,152,99,143,98,142
1,1017,73,147,98,137,128,148,99,159,99,144,99,147
1,1018,75,146,99,136,127,149,99,157,99,143,99,147
1,1019,73,147,99,137,126,148,98,158,99,143,99,147
1,1020,74,146,99,137,126,148,99,156,99,144,99,146
1,1021,76,147,99,137,125,150,99,157,99,144,99,146
1,1022,75,146,99,138,125,149,98,155,99,144,99,146
1,1023,75,146,99,137,124,148,99,158,99,144,99,148
1,1024,75,147,98,136,126,150,99,158,98,143,98,147
1,1025,74,146,99,138,124,149,98,156,99,144,99,146
1,1026,73,146,99,136,126,148,98,156,99,143,99,147
1,1027,73,146,99,136,127,149,99,156,99,143,99,146
1,1028,72,147,98,134,127,149,99,159,98,141,99,148
1,1029,72,146,98,135,127,149,99,158,98,142,99,147
1,1030,75,147,99,136,126,149,99,157,99,143,99,147
1,1031,75,147,99,136,126,149,99,157,99,143,100,147
1,1032,75,147,98,137,127,148,99,159,99,143,99,149
1,1033,74,147,98,136,127,147,99,159,99,143,99,149
1,1034,72,144,98,137,123,143,98,155,99,144,99,145
1,1035,73,144,98,138,123,143,98,155,98,144,98,145
1,1036,70,145,96,135,124,141,98,155,97,142,98,145
1,1037,71,146,97,136,124,141,98,155,97,143,98,145
1,1038,70,146,99,136,123,140,100,153,99,142,100,142
1,1039,69,145,98,137,123,141,100,153,98,142,100,143
1,1040,72,146,97,136,124,142,99,154,98,143,99,144
1,1041,72,146,98,136,124,142,99,154,98,143,99,143
1,1042,71,145,97,137,123,140,99,153,97,143,99,143
1,1043,72,144,97,138,124,140,99,153,98,143,99,144
